title,link,summary,date,source
"광주시, GGM 캐스퍼 활용 교통약자 스마트카 개발",https://www.yna.co.kr/view/AKR20250804103600054?section=industry/automobile,,2025-08-04T16:13:46.323951,Yonhap News
